source,dataset,seed,train_frac,scale,model_type,tune_time,train_time,trainable_params,total_params,test_mse,test_r2,eval_time,data_length,training_efficiency,param_efficiency,tuning_efficiency,inference_efficiency
final,lorenz,43,0.8,large,pyreco_standard,705.0367729663849,107.45056486129761,2100,52150,3.584913616286207e-05,0.9999742247763135,12.268868207931519,,0.009306365366815552,0.47617797552301805,0.001418329173314853,0.08150710412280905
final,lorenz,43,0.8,large,lstm,1289.1182379722595,40.51145601272583,49077,49077,9.38682476837559e-06,0.9999932509529097,0.020247936248779297,,0.024684208485485543,0.020376005676323004,0.0007757187981066401,49.38531030538875
final,lorenz,44,0.2,small,pyreco_standard,3.2933759689331055,0.48471665382385254,300,1450,1.9185824927440716,0.48280939680703017,1.3717968463897705,,0.9960631575892307,1.6093592914924624,0.14660010116103928,0.7289703819201572
final,lorenz,44,0.2,small,lstm,627.8114678859711,12.08790922164917,952,952,2.056352341990951,0.4456708991384273,0.01030588150024414,,0.03686914371189165,0.46814120903069145,0.0007098801490983501,97.0225572086293
final,lorenz,44,0.2,medium,pyreco_standard,27.340195894241333,4.044946908950806,900,10350,1.9997710609865087,0.4609234655319965,9.860880136489868,,0.11395040823938635,0.5121366148837573,0.016858820268009146,0.10141081574338552
final,lorenz,44,0.2,medium,lstm,501.7217049598694,5.90302300453186,10052,10052,1.2628413533726504,0.6595769617632223,0.060973167419433594,,0.11173543615219131,0.06561648389840216,0.0013146271208285716,16.400387940045597
final,lorenz,44,0.2,large,pyreco_standard,156.42733788490295,23.153987646102905,2100,52150,1.952009193822145,0.47379859025651605,56.32669687271118,,0.020462936105665838,0.22561826887535577,0.003028873300754227,0.017753570469545916
final,lorenz,44,0.2,large,lstm,441.23273396492004,8.268886089324951,49077,49077,1.110245326866302,0.700712139057992,0.07263422012329102,,0.08474080386979818,0.014277810884532087,0.0015880783167951074,13.767425751620221
final,lorenz,44,0.3,small,pyreco_standard,5.461841821670532,0.8327698707580566,300,1450,0.014241220319215517,0.9968435532173336,1.1955907344818115,,1.1970201987371683,3.322800768055219,0.1825104796612298,0.8364059161327474
final,lorenz,44,0.3,small,lstm,1005.3717789649963,16.10111689567566,952,952,0.009414173010484386,0.9979134276807505,0.019201993942260742,,0.06197789707190232,1.048227289341871,0.0009925814982746925,52.075213011407705
final,lorenz,44,0.3,medium,pyreco_standard,44.423678398132324,6.665282249450684,900,10350,0.006637411045365821,0.9985288736309268,8.853950262069702,,0.14981041859147098,1.109475293506259,0.022477401403020826,0.11294392417586448
final,lorenz,44,0.3,medium,lstm,940.9870872497559,14.138028860092163,10052,10052,0.00410000235386455,0.999091268939831,0.06534910202026367,,0.070666937248449,0.09939227711376383,0.0010617481168611457,15.302194932915656
final,lorenz,44,0.3,large,pyreco_standard,254.88674998283386,39.32348918914795,2100,52150,0.004726731007181003,0.9989523598016375,50.272212982177734,,0.025403451092378293,0.47569137338584,0.003919200805650801,0.019891704000832653
final,lorenz,44,0.3,large,lstm,935.110997915268,7.23617696762085,49077,49077,0.004055213352616298,0.9991011960454947,0.11900782585144043,,0.13807029076897961,0.020357829037790938,0.0010684305897422398,8.40273814018052
final,lorenz,44,0.5,small,pyreco_standard,10.571846723556519,1.5847749710083008,300,1450,0.0005371604410909184,0.9996647413434568,0.8516738414764404,,0.6307924650746871,3.3322046971291996,0.09455913171317942,1.1741570271894226
final,lorenz,44,0.5,small,lstm,1701.544265985489,43.453498125076294,952,952,6.44063615918729e-05,0.9999598019723562,0.013666152954101562,,0.02301218134572035,1.0503768399112567,0.000587677806198905,73.16812823843435
final,lorenz,44,0.5,medium,pyreco_standard,77.15796685218811,11.78287386894226,900,10350,0.0001483795251543971,0.9999073916907195,6.093268156051636,,0.08486107192110752,1.1110069785374899,0.012959224037707252,0.1641155140843947
final,lorenz,44,0.5,medium,lstm,1121.382719039917,27.029123067855835,10052,10052,0.0004924778759736126,0.9996926291319205,0.03056192398071289,,0.036985757534066625,0.09945210203738744,0.0008914821062128861,32.719382498581034
final,lorenz,44,0.5,large,pyreco_standard,422.57822012901306,64.15924787521362,2100,52150,0.00010816280202073882,0.9999324922073194,33.997297048568726,,0.015585165190324091,0.47615810288057925,0.0023662660359915714,0.029414102219870373
final,lorenz,44,0.5,large,lstm,961.437447309494,17.700464725494385,49077,49077,2.5557736687358278e-05,0.9999840486159988,0.03995990753173828,,0.0564947874323837,0.02037581816818837,0.0010400926762050735,25.02445669447739
final,lorenz,44,0.6,small,pyreco_standard,12.71138596534729,1.9890849590301514,300,1450,0.0002578297559791644,0.999818649978426,0.6306450366973877,,0.5026523089358705,3.3327177242023396,0.07865535465988466,1.585675548262971
final,lorenz,44,0.6,small,lstm,1808.4910311698914,26.67835021018982,952,952,4.0788781004417154e-05,0.9999713103466781,0.006256103515625,,0.037482500416470194,1.0503889285270478,0.0005529313071278419,159.81835644924814
final,lorenz,44,0.6,medium,pyreco_standard,93.88317608833313,14.358031749725342,900,10350,8.018181011540428e-05,0.9999436024250224,4.843600034713745,,0.06964349642148229,1.1110472126420108,0.010650934847296359,0.2064579623369206
final,lorenz,44,0.6,medium,lstm,1667.270674943924,26.453685998916626,10052,10052,1.5068165676761148e-05,0.9999894014864181,0.015816211700439453,,0.03780151332127621,0.09948162574659694,0.0005997762786299081,63.22226818094726
final,lorenz,44,0.6,large,pyreco_standard,516.9703028202057,78.6843478679657,2100,52150,6.798009973494075e-05,0.9999521847565394,26.109781980514526,,0.012708400071207097,0.47616748028050426,0.0019342545932857051,0.03829982044455483
final,lorenz,44,0.6,large,lstm,1429.9805798530579,11.798929929733276,49077,49077,0.00024339829919020454,0.9998288006493214,0.06159090995788574,,0.08473893156961836,0.020372654813388485,0.0006991904743579605,16.23589852439651
final,lorenz,44,0.7,small,pyreco_standard,15.341450929641724,2.3231489658355713,300,1450,0.00021948144649191687,0.9998396733499115,0.44451093673706055,,0.4303810292291214,3.332787801873699,0.06517242813361677,2.249658372147437
final,lorenz,44,0.7,small,lstm,1640.3563628196716,82.03542113304138,952,952,2.225501486689673e-05,0.9999837431726539,0.005270957946777344,,0.012189658042484685,1.0504019882044808,0.0006096137188410265,189.68284840194573
final,lorenz,44,0.7,medium,pyreco_standard,110.23449301719666,16.83322286605835,900,10350,6.408089564321999e-05,0.999953190233173,3.6300361156463623,,0.0594035461174747,1.1110578657503414,0.0090711460069584,0.27547927697205943
final,lorenz,44,0.7,medium,lstm,1081.088109254837,21.951669216156006,10052,10052,5.478714666846111e-05,0.9999599791242784,0.01254415512084961,,0.045552797089140264,0.09947869873115596,0.0009249569666329648,79.71204742921313
final,lorenz,44,0.7,large,pyreco_standard,613.0075693130493,93.29276609420776,2100,52150,6.136731866854943e-05,0.999955172444941,19.680760145187378,,0.010718464073803047,0.4761689029885895,0.0016312280971249446,0.050811042958292
final,lorenz,44,0.7,large,lstm,1161.7028229236603,18.050069093704224,49077,49077,2.793298605647399e-05,0.9999795955323195,0.02883291244506836,,0.05540031647196248,0.020375727431517658,0.0008607877806088829,34.681384356184935
final,lorenz,44,0.8,small,pyreco_standard,17.47012710571289,2.7373571395874023,300,1450,0.00017214863703469377,0.9998762265956217,0.2709319591522217,,0.36527051836422525,3.3329096456199205,0.05723347994618614,3.690949979393823
final,lorenz,44,0.8,small,lstm,1846.0270159244537,85.96880626678467,952,952,2.929913878296856e-05,0.9999789341686639,0.004225015640258789,,0.01163188098056841,1.0503969367350074,0.0005416924698288891,236.6295075847762
final,lorenz,44,0.8,medium,pyreco_standard,133.96239113807678,21.60689091682434,900,10350,4.629846975674947e-05,0.9999667117944236,2.3666329383850098,,0.04627998860936557,1.1110728896905933,0.00746453311138058,0.42254105452506086
final,lorenz,44,0.8,medium,lstm,1378.2319390773773,27.763047218322754,10052,10052,1.0411382632328551e-05,0.9999925143045284,0.009011030197143555,,0.03601883000889521,0.09948193541808527,0.0007255618486452914,110.96278841996771
final,lorenz,44,0.8,large,pyreco_standard,714.3583679199219,107.91715502738953,2100,52150,3.1251159830014894e-05,0.9999775306821502,12.34693694114685,,0.009266159038034273,0.47617954976314303,0.0013998261575546064,0.0809917410103314
final,lorenz,44,0.8,large,lstm,1341.6995940208435,37.317776918411255,49077,49077,2.1524415882015155e-05,0.9999845241282367,0.04889392852783203,,0.026796464846179393,0.020375827857293822,0.0007453117880032614,20.45201885162341
final,lorenz,45,0.2,small,pyreco_standard,3.3056187629699707,0.4811420440673828,300,1450,2.082648095045547,0.4385823760047316,1.3881640434265137,,0.9115425888674166,1.461936380227838,0.13267780551102537,0.720375437153801
final,lorenz,45,0.2,small,lstm,739.5339589118958,11.613295078277588,952,952,2.1224323602322643,0.4278577664623614,0.025040864944458008,,0.03684206133887001,0.44942995486597326,0.0005785505327075638,39.9331280724485
final,lorenz,45,0.2,medium,pyreco_standard,27.209553003311157,3.9975130558013916,900,10350,2.425779634466557,0.3460847072733422,9.965087890625,,0.08657498196187373,0.3845381363724509,0.012719234840498554,0.10035033414912982
final,lorenz,45,0.2,medium,lstm,504.1761121749878,7.345448970794678,10052,10052,1.4209350454882772,0.616959783562383,0.031333208084106445,,0.08399210205166456,0.06137681279203843,0.0012236989564562149,31.914002655367153
final,lorenz,45,0.2,large,pyreco_standard,157.9503321647644,23.487598180770874,2100,52150,2.6087274985985243,0.29676761167744314,56.61015820503235,,0.012635076467091819,0.141317843028381,0.0018788666394763016,0.01766467386848658
final,lorenz,45,0.2,large,lstm,529.8340268135071,10.528441190719604,49077,49077,0.6965150454207047,0.8122410488803695,0.07442522048950195,,0.0771473152596428,0.016550339921552453,0.0015330103508683385,13.436124976157469
final,lorenz,45,0.3,small,pyreco_standard,5.517402172088623,0.8480019569396973,300,1450,0.014221339378075846,0.996847959660833,1.1950421333312988,,1.1755241553146143,3.3228154561512566,0.18067339445188202,0.8367898798869318
final,lorenz,45,0.3,small,lstm,1072.127039194107,18.873929977416992,952,952,0.008713620647370447,0.9980686992237136,0.01685190200805664,,0.05288080688744285,1.0483903895308027,0.0009309239127510622,59.336961641499094
final,lorenz,45,0.3,medium,pyreco_standard,44.83977293968201,6.933769941329956,900,10350,0.007844338465388272,0.9982613683128115,9.092724084854126,,0.14397091809919763,1.109178065705273,0.02226285461776998,0.10997803086180549
final,lorenz,45,0.3,medium,lstm,932.3661110401154,7.133232831954956,10052,10052,0.009124379612863179,0.9979776579515459,0.03032994270324707,,0.1399053615039053,0.09928149210804356,0.0010703710109839424,32.969631368989575
final,lorenz,45,0.3,large,pyreco_standard,249.66485500335693,37.350069999694824,2100,52150,0.0055353818800397475,0.9987731291325852,49.157098054885864,,0.026740862932783875,0.4756060254888379,0.004000455431016514,0.020342941695633016
final,lorenz,45,0.3,large,lstm,1017.147176027298,7.482170104980469,49077,49077,0.009305035079812346,0.9979376171857519,0.06340193748474121,,0.13337540710897133,0.020334119788325125,0.0009811142769941242,15.772139898733615
final,lorenz,45,0.5,small,pyreco_standard,10.445685148239136,1.5602388381958008,300,1450,0.0004137506215700412,0.9997417652773355,0.8393537998199463,,0.6407615937004897,3.332461442719643,0.09570857778891484,1.1913912927102035
final,lorenz,45,0.5,small,lstm,1891.2424900531769,24.23550319671631,952,952,0.0002594406576017331,0.9998380749592365,0.012483835220336914,,0.041255096937273764,1.0502489755359885,0.0005286673071745846,80.09717247778094
final,lorenz,45,0.5,medium,pyreco_standard,75.11558103561401,11.425151109695435,900,10350,0.00017821340069610182,0.9998887714345196,5.968876838684082,,0.08751645158282047,1.1109862893869225,0.013311336267892453,0.16753567873663555
final,lorenz,45,0.5,medium,lstm,1091.8790907859802,23.122105836868286,10052,10052,0.00010063581902839118,0.9999371900331695,0.05560803413391113,,0.043245937625319066,0.09947643161129506,0.0009157947959215686,17.982689603849575
final,lorenz,45,0.5,large,pyreco_standard,430.15655994415283,65.60503697395325,2100,52150,0.00012985116410882484,0.9999189558212044,34.68152594566345,,0.015241496487178255,0.4761516569854987,0.0023245465642241447,0.028833793897446582
final,lorenz,45,0.5,large,lstm,985.051470041275,16.379915952682495,49077,49077,0.0001390150391244472,0.9999132363597708,0.041298866271972656,,0.061045073625725414,0.020374375287515446,0.0010150872982330414,24.213153461918843
