source,dataset,seed,train_frac,scale,model_type,tune_time,train_time,trainable_params,total_params,test_mse,test_r2,eval_time,data_length,training_efficiency,param_efficiency,tuning_efficiency,inference_efficiency
final,mackeyglass,43,0.3,large,lstm,683.9189660549164,14.180094242095947,49984,49984,1.4895793172735839e-05,0.9999846512954154,0.06287074089050293,,0.07052030569772172,0.02000609457605075,0.0014621390829406842,15.905397016786832
final,mackeyglass,43,0.5,small,pyreco_standard,6.636207818984985,1.3890509605407715,100,1150,0.0005905554422442166,0.9993975912094136,0.7259519100189209,,0.7194817901702817,9.993875973334402,0.15059767081926642,1.3774998160334344
final,mackeyglass,43,0.5,small,lstm,1265.2166681289673,52.13760590553284,872,872,1.5426391259939816e-05,0.9999842639775417,0.007325172424316406,,0.01917971160029256,1.146769629825587,0.0007903660206010219,136.496923916353
final,mackeyglass,43,0.5,medium,pyreco_standard,51.2783088684082,10.964295864105225,300,9450,0.0007519750779671415,0.9992329316354315,5.645695924758911,,0.0911351584164697,3.330765336233651,0.019486463851864273,0.1771260507475263
final,mackeyglass,43,0.5,medium,lstm,940.7373628616333,24.262588024139404,9772,9772,3.1998466474086735e-05,0.9999673592755051,0.021459341049194336,,0.04121437156935785,0.10232984618764418,0.0010629612447524551,46.59758191669288
final,mackeyglass,43,0.5,large,pyreco_standard,295.66198682785034,62.68049621582031,700,50050,0.0007520153225728267,0.9992328905830552,31.965659141540527,,0.01594168736636717,1.4274735187279093,0.0033796461219927267,0.03128357104380472
final,mackeyglass,43,0.5,large,lstm,842.0950269699097,17.601138830184937,49984,49984,2.0995231350843154e-05,0.9999785833623376,0.07628369331359863,,0.05681328556048581,0.020005973178544422,0.0011874890008233957,13.10878967408444
final,mackeyglass,43,0.6,small,pyreco_standard,8.090054035186768,1.7138118743896484,100,1150,0.0005484568279237131,0.9994444283559818,0.5442979335784912,,0.583170101760334,9.994344340116417,0.12353988001429074,1.8372257197446702
final,mackeyglass,43,0.6,small,lstm,1646.482933998108,41.909642934799194,872,872,3.721461597983093e-05,0.9999623026201356,0.006654977798461914,,0.0238599570107497,1.146744444811572,0.0006073323211341298,150.2408857540185
final,mackeyglass,43,0.6,medium,pyreco_standard,62.748815059661865,13.418470859527588,300,9450,0.0006927508213978674,0.9992982625192288,4.477833032608032,,0.07447183799917513,3.3309831051204126,0.015925372385816674,0.22332225641189482
final,mackeyglass,43,0.6,medium,lstm,1387.5849978923798,35.08475613594055,9772,9772,4.372144510052641e-06,0.999995571138165,0.024785995483398438,,0.028502279986250136,0.10233273319744493,0.0007206733799633156,40.34373591869047
final,mackeyglass,43,0.6,large,pyreco_standard,362.2984552383423,75.50254797935486,700,50050,0.0007009685660360618,0.9992899381704993,25.40008306503296,,0.01323518148299525,1.4275550151649774,0.002758195407581601,0.03936994843952704
final,mackeyglass,43,0.6,large,lstm,1153.1259047985077,56.448671102523804,49984,49984,1.0231953866696706e-05,0.99998963531286,0.03616595268249512,,0.017715024961023854,0.020006194288305572,0.0008671990025411794,27.649550925090853
final,mackeyglass,43,0.7,small,pyreco_standard,9.60386610031128,2.0464789867401123,100,1150,0.0005178581279241432,0.9994700078767909,0.39876890182495117,,0.48838494114416964,9.99460013276658,0.10406953755580356,2.507711829362117
final,mackeyglass,43,0.7,small,lstm,2026.5894210338593,55.66163897514343,872,872,8.765466387682336e-05,0.9999102914892859,0.005431175231933594,,0.017964082480067266,1.1466847990877143,0.000493395593906628,184.08831771872866
final,mackeyglass,43,0.7,medium,pyreco_standard,74.13842391967773,15.836915969848633,300,9450,0.0006681556631804342,0.9993161887021399,3.3395910263061523,,0.06310042482414374,3.3310428588642704,0.013479058798252168,0.2994377732737844
final,mackeyglass,43,0.7,medium,lstm,1476.9736440181732,15.716081857681274,9772,9772,0.00032103979271514555,0.999671437885782,0.01480412483215332,,0.06360818067316247,0.10229956360890488,0.0006768376952816119,67.5441788797505
final,mackeyglass,43,0.7,large,pyreco_standard,424.68330693244934,89.76502799987793,700,50050,0.000672729546477798,0.9993115076476399,18.850686073303223,,0.01113252587094913,1.4275858286597303,0.00235307460637608,0.053048464287342764
final,mackeyglass,43,0.7,large,lstm,1333.6212117671967,17.394147157669067,49984,49984,6.0292718213372135e-05,0.9999382945559471,0.024734973907470703,,0.05748705170796622,0.02000516714450184,0.0007497918336805138,40.42695079404099
final,mackeyglass,43,0.8,small,pyreco_standard,11.044877052307129,2.3461787700653076,100,1150,0.00041315869176631844,0.9995707296238564,0.256807804107666,,0.42604183293082976,9.995607340165162,0.09050083893095219,3.8939474971455974
final,mackeyglass,43,0.8,small,lstm,2112.8779850006104,38.362924098968506,872,872,3.134894351907747e-05,0.9999674285618473,0.009428024291992188,,0.02606598495766774,1.1467503231783533,0.000473272680764046,106.05551211160552
final,mackeyglass,43,0.8,medium,pyreco_standard,85.37476801872253,18.020116090774536,300,9450,0.0005530197967746807,0.9994254144450855,2.1293201446533203,,0.05546164930064438,3.3314069434604736,0.011706332279808725,0.46963324555855673
final,mackeyglass,43,0.8,medium,lstm,1534.357753276825,37.823166847229004,9772,9772,2.204559628915068e-05,0.9999770947057391,0.009653568267822266,,0.026438216353128638,0.10233084244524117,0.00065172355789804,103.57790967545411
final,mackeyglass,43,0.8,large,pyreco_standard,495.06838488578796,103.0929000377655,700,50050,0.0005770028135634775,0.999400496177981,12.013075828552246,,0.009694173760925358,1.4277129549500371,0.002018712009634447,0.08324262087654649
final,mackeyglass,43,0.8,large,lstm,1449.3339908123016,35.18051791191101,49984,49984,0.0001103254451815296,0.999885372264229,0.01883983612060547,,0.02842156406981534,0.020004108359877575,0.0006898929976891902,53.076200737521404
final,mackeyglass,44,0.2,small,pyreco_standard,2.2363171577453613,0.44449591636657715,100,1150,0.001332379006699653,0.9986198600778202,1.1953887939453125,,2.2466294440032906,9.986098739790803,0.4465464167605834,0.8365472125201604
final,mackeyglass,44,0.2,small,lstm,496.25438594818115,12.852941989898682,872,872,0.00012700650580916057,0.9998684407753632,0.010624170303344727,,0.07779295695633091,1.1466368052047682,0.0020148304318764027,94.11613851358291
final,mackeyglass,44,0.2,medium,pyreco_standard,18.216845989227295,3.7756810188293457,300,9450,0.0013711337493360696,0.9985797161193689,9.204827070236206,,0.26447664584555763,3.3285879584380353,0.05481627620355424,0.10863863967579125
final,mackeyglass,44,0.2,medium,lstm,428.4878590106964,11.140270233154297,9772,9772,5.404779519817991e-05,0.9999440147889724,0.07149910926818848,,0.08975939578679762,0.10232745727195203,0.0023336577488193263,13.985992612250675
final,mackeyglass,44,0.2,large,pyreco_standard,106.31960201263428,21.87475895881653,700,50050,0.0014160706372430079,0.9985331684083445,52.88623285293579,,0.045647731462574975,1.426473917049182,0.009391806779881278,0.018908512237433384
final,mackeyglass,44,0.2,large,lstm,457.2448220252991,10.707317113876343,49984,49984,2.8427509722579636e-05,0.9999705534680005,0.13398098945617676,,0.09339131823981867,0.02000581252925312,0.0021869477862030877,7.463689739635364
final,mackeyglass,44,0.3,small,pyreco_standard,3.6074891090393066,0.7431349754333496,100,1150,0.0009388662074739162,0.9990056593279375,1.0389339923858643,,1.3443107215276193,9.989956693712438,0.2769254049580687,0.9625241303149759
final,mackeyglass,44,0.3,small,lstm,828.7460081577301,13.33089017868042,872,872,8.651415653538614e-05,0.9999083740112622,0.009295225143432617,,0.07500686642843332,1.1466826001475483,0.0012065317515404842,107.57054444905059
final,mackeyglass,44,0.3,medium,pyreco_standard,29.08245015144348,6.131852865219116,300,9450,0.0010494796363574985,0.9988885101214375,8.138303995132446,,0.1629015518108312,3.329617268347231,0.034346778575156604,0.12287570945032217
final,mackeyglass,44,0.3,medium,lstm,629.7551290988922,16.04136085510254,9772,9772,5.063777734167599e-05,0.9999463702057302,0.02521491050720215,,0.06233550363354348,0.10232769830925419,0.0015878336236001855,39.657501152472
final,mackeyglass,44,0.3,large,pyreco_standard,168.68645691871643,35.12966465950012,700,50050,0.001078572081369451,0.9988576987011363,46.6640419960022,,0.02843345303603865,1.4269375310908645,0.005921386405436575,0.02142977624304161
final,mackeyglass,44,0.3,large,lstm,603.4347121715546,11.91766095161438,49984,49984,8.237464402468338e-05,0.9999127581137245,0.06372189521789551,,0.08390175540918705,0.020004656252182063,0.0016570355272707894,15.692946727868804
final,mackeyglass,44,0.5,small,pyreco_standard,6.627424955368042,1.371757984161377,100,1150,0.0006414441849705809,0.9993487021336221,0.7255339622497559,,0.7285162435036449,9.993387087465345,0.15078987058681143,1.3782933311706667
final,mackeyglass,44,0.5,small,lstm,1362.8152799606323,31.427523136138916,872,872,2.418724684656331e-05,0.9999754411956117,0.007063150405883789,,0.03181846068636781,1.1467595119680043,0.0007337571387449815,141.55983983114115
final,mackeyglass,44,0.5,medium,pyreco_standard,51.379706144332886,10.882201194763184,300,9450,0.000732503649226896,0.9992562438400197,5.704926013946533,,0.09182481872289502,3.330843043323255,0.019448461257923624,0.17528708037024013
final,mackeyglass,44,0.5,medium,lstm,1028.2309129238129,25.656145811080933,9772,9772,2.9385375276349876e-05,0.9999701632150254,0.023633956909179688,,0.03897585130683524,0.10233013312370982,0.0009725151711292726,42.310210415979455
final,mackeyglass,44,0.5,large,pyreco_standard,295.898197889328,62.71350884437561,700,50050,0.000796011468646077,0.999191760431712,32.1436128616333,,0.015932639759937202,1.4274147614527866,0.003376809200536669,0.031110378699316155
final,mackeyglass,44,0.5,large,lstm,889.5195820331573,14.214333057403564,49984,49984,4.22298234208544e-05,0.9999571214541562,0.057357072830200195,,0.07034850295595287,0.020005543802989204,0.0011241541395237413,17.4343374987571
final,mackeyglass,44,0.6,small,pyreco_standard,8.101111650466919,1.705794095993042,100,1150,0.0005973779203689298,0.9993944780362146,0.5379509925842285,,0.5858819036259506,9.993844841913726,0.12336508837197976,1.858901935089361
final,mackeyglass,44,0.6,small,lstm,1658.4784171581268,37.662323236465454,872,872,2.7997384022054228e-05,0.9999716209280995,0.0057830810546875,,0.026550980089537494,1.1467551309323034,0.0006029452116950958,172.88831026833313
final,mackeyglass,44,0.6,medium,pyreco_standard,62.60831594467163,13.315364122390747,300,9450,0.0006871618552397006,0.9993034700784283,4.486541032791138,,0.07504889733725946,3.331000463593216,0.01596119363760465,0.22288880672268807
final,mackeyglass,44,0.6,medium,lstm,1339.4999208450317,25.109793186187744,9772,9772,2.0364631805555814e-05,0.9999793577375021,0.025140047073364258,,0.039824275353382434,0.10233107402849244,0.0007465318522453716,39.77559077320421
final,mackeyglass,44,0.6,large,pyreco_standard,358.5778617858887,75.67986512184143,700,50050,0.0008558601157202181,0.9991324719573224,25.29808211326599,,0.013202090901545211,1.4273300637532267,0.0027863752218131683,0.039528686640910464
final,mackeyglass,44,0.6,large,lstm,1359.5183758735657,26.75785493850708,49984,49984,8.74965014986582e-06,0.9999911310660128,0.059784889221191406,,0.037371870652271925,0.020006224212943916,0.0007355480794350536,16.726354881170607
final,mackeyglass,44,0.7,small,pyreco_standard,9.784062147140503,2.0545825958251953,100,1150,0.0005510649841195362,0.9994405669251041,0.40898895263671875,,0.4864443427641076,9.994305726193778,0.10214984837022453,2.4450478393248942
final,mackeyglass,44,0.7,small,lstm,2189.8820741176605,86.33429622650146,872,872,2.4155405655858e-05,0.9999754777871016,0.007414817810058594,,0.011582598224708151,1.1467595539306739,0.00045663439559108396,134.84689424861946
final,mackeyglass,44,0.7,medium,pyreco_standard,76.31411528587341,16.414075136184692,300,9450,0.0006253420824903824,0.9993651619062163,3.409839153289795,,0.06088464276726024,3.3312061023337134,0.013095416818594673,0.2932688791981071
final,mackeyglass,44,0.7,medium,lstm,1538.7451548576355,16.38744330406189,9772,9772,9.146804356368217e-05,0.9999071429861447,0.016222000122070312,,0.06101666156316404,0.10232368406287973,0.0006498198478024362,61.64087976795158
final,mackeyglass,44,0.7,large,pyreco_standard,437.38933777809143,92.5350399017334,700,50050,0.0007940856360917087,0.9991938559300056,19.522764921188354,,0.010798005233402219,1.427417755017501,0.002284449499206803,0.05122225016869586
final,mackeyglass,44,0.7,large,lstm,1445.514408826828,28.398682117462158,49984,49984,2.074158066935084e-05,0.9999789434520675,0.025825977325439453,,0.03521215893412984,0.02000598038264419,0.0006917806814335835,38.71920385414226
final,mackeyglass,44,0.8,small,pyreco_standard,11.764936208724976,2.4190587997436523,100,1150,0.0005155853458958026,0.999473241314336,0.2566969394683838,,0.41316599177095586,9.994632466818691,0.08495355509191485,3.8956292445158685
final,mackeyglass,44,0.8,small,lstm,2331.585672855377,64.82622408866882,872,872,2.052236998348828e-05,0.9999790328861647,0.007440090179443359,,0.015425532360065714,1.1467636308744653,0.00042888367521689923,134.38891021138065
final,mackeyglass,44,0.8,medium,pyreco_standard,88.08792209625244,18.69008708000183,300,9450,0.0005945254634498213,0.999392590471755,2.175797939300537,,0.053471796718876516,3.3312975305807484,0.011345398498948974,0.45960129032946123
final,mackeyglass,44,0.8,medium,lstm,1503.6397602558136,34.11256504058838,9772,9772,6.1416930065905465e-06,0.9999937252092953,0.009978771209716797,,0.029314526618122668,0.1023325442976618,0.000665048737720342,100.20269793623633
final,mackeyglass,44,0.8,large,pyreco_standard,506.93392992019653,108.77782201766968,700,50050,0.000657434677974195,0.9993283179406933,12.58938479423523,,0.009186875506585236,1.4276098433297857,0.001971318661046604,0.07943199265987283
final,mackeyglass,44,0.8,large,lstm,1598.9509959220886,45.43457293510437,49984,49984,1.721426261483649e-05,0.9999824126841039,0.01876091957092285,,0.022009283373327332,0.020006049789493722,0.0006253990363738643,53.299450315829944
final,mackeyglass,45,0.2,small,pyreco_standard,2.2347452640533447,0.4454669952392578,100,1150,0.0013545196394666498,0.9986149477354498,1.2181568145751953,,2.24172097301648,9.98604961685833,0.44685831398334186,0.8209116980041927
final,mackeyglass,45,0.2,small,lstm,619.770681142807,15.756469011306763,872,872,5.631406013827809e-05,0.9999424165480899,0.017904043197631836,,0.0634623374290394,1.146721639709232,0.001613407096138962,55.850186395096905
final,mackeyglass,45,0.2,medium,pyreco_standard,18.42028284072876,3.785187005996704,300,9450,0.0012563215909109843,0.9987153592950636,9.534709930419922,,0.263848283813867,3.3290401008498764,0.05421823941099224,0.10487994940775396
final,mackeyglass,45,0.2,medium,lstm,488.0237412452698,19.84912395477295,9772,9772,1.5080644800893507e-05,0.9999845794179547,0.030910015106201172,,0.05037927776143587,0.1023316083796916,0.002049049037690844,32.35092722009593
final,mackeyglass,45,0.2,large,pyreco_standard,108.8260931968689,22.321353912353516,700,50050,0.0014104657248676337,0.9985577405529036,54.102543115615845,,0.04473553440074834,1.4265090200626909,0.009175719738195233,0.018483419150549074
final,mackeyglass,45,0.2,large,lstm,501.3508598804474,16.641871213912964,49984,49984,4.33136132611271e-05,0.999955710041859,0.07592916488647461,,0.06008673166026803,0.020005515565707895,0.0019945227745012477,13.169996423623326
final,mackeyglass,45,0.3,small,pyreco_standard,3.610930919647217,0.743933916091919,100,1150,0.0011952224754692442,0.9987666431622015,1.0493841171264648,,1.342545727533504,9.987566555956455,0.27659525723203876,0.9529389960649564
final,mackeyglass,45,0.3,small,lstm,970.9133219718933,26.689344882965088,872,872,7.251935332715466e-05,0.9999251668688177,0.01538991928100586,,0.03746533059497109,1.1467018579896326,0.001029880982380715,64.9733769466333
final,mackeyglass,45,0.3,medium,pyreco_standard,29.429117918014526,6.201972961425781,300,9450,0.0011001967282053295,0.998864700768681,8.289766073226929,,0.16105593267261162,3.32953790410259,0.03394137294940363,0.1206306511590239
final,mackeyglass,45,0.3,medium,lstm,713.4758379459381,13.156683921813965,9772,9772,7.556339546679127e-05,0.9999220257045035,0.029038190841674805,,0.07600106194278614,0.10232520705887194,0.001401479869566081,34.4362212243489
final,mackeyglass,45,0.3,large,pyreco_standard,174.90112709999084,36.932337284088135,700,50050,0.001305406233528598,0.998652943918583,48.26960587501526,,0.027040068143988624,1.4266450246765119,0.005709814194838433,0.020716970050932985
final,mackeyglass,45,0.3,large,lstm,721.1694121360779,21.74554204940796,49984,49984,6.958597678626157e-05,0.9999281938366742,0.06316685676574707,,0.04598313279943119,0.020004965065455127,0.0013865371653636635,15.830836301893537
final,mackeyglass,45,0.5,small,pyreco_standard,6.695672273635864,1.39776611328125,100,1150,0.0008478065090534722,0.999146680466153,0.7303187847137451,,0.7148162744512296,9.99136689099262,0.14922273528493116,1.369263192550587
final,mackeyglass,45,0.5,small,lstm,1692.8725559711456,30.517096996307373,872,872,5.303408321430135e-05,0.9999466210524652,0.007210969924926758,,0.0327667663934972,1.146726461383032,0.0005906803893386695,138.6583707932137
final,mackeyglass,45,0.5,medium,pyreco_standard,52.11286401748657,11.090513944625854,300,9450,0.0007861909208843973,0.999208696721528,5.824719190597534,,0.09009578921362131,3.330684553456582,0.019173935195968245,0.1716820666534737
final,mackeyglass,45,0.5,medium,lstm,1200.0725767612457,49.939369916915894,9772,9772,4.3879944866644674e-05,0.999955834717357,0.021207809448242188,,0.020023396697987708,0.10232866684288684,0.0008332461329820487,47.150218518412935
final,mackeyglass,45,0.5,large,pyreco_standard,296.13461112976074,62.548742055892944,700,50050,0.0009859149300383134,0.9990076739686129,32.313985109329224,,0.015971666658047938,1.4271517811669026,0.0033734917603311636,0.030946352350856975
final,mackeyglass,45,0.5,large,lstm,1215.3239905834198,16.445684909820557,49984,49984,2.4664339437421953e-05,0.9999751752759544,0.04322004318237305,,0.06080471077699582,0.020005904994999386,0.0008228054265374189,23.136877927273922
final,mackeyglass,45,0.6,small,pyreco_standard,8.011427164077759,1.6869871616363525,100,1150,0.0006214192302708558,0.9993595012291708,0.5354280471801758,,0.5923927173619331,9.993495077340935,0.12474174151747049,1.8676610939702953
final,mackeyglass,45,0.6,small,lstm,2203.897782087326,45.01743507385254,872,872,7.490959814781017e-05,0.9999227904396907,0.006680011749267578,,0.022211900046890398,1.1466991327299976,0.00045370651856591586,149.67792866247052
final,mackeyglass,45,0.6,medium,pyreco_standard,62.0042622089386,13.153151988983154,300,9450,0.0005887946717686672,0.999393127465054,4.442950963973999,,0.07598125926932713,3.3312993205524455,0.016118135685240762,0.22507558220493337
final,mackeyglass,45,0.6,medium,lstm,1576.0895509719849,35.41441893577576,9772,9772,1.7679514282565496e-05,0.9999817776685767,0.02757883071899414,,0.028236570851140556,0.1023313216677502,0.0006344701520401623,36.25838063289138
final,mackeyglass,45,0.6,large,pyreco_standard,361.73348689079285,76.4632260799408,700,50050,0.0007655517976719217,0.999210943334983,25.658756017684937,,0.013067862572558278,1.4274421655611678,0.002762284877635228,0.03897304921320873
final,mackeyglass,45,0.6,large,lstm,1373.8737049102783,37.03879690170288,49984,49984,4.133156768272664e-05,0.999957399422149,0.03593802452087402,,0.026997566229766207,0.020005549364128513,0.0007278379338074702,27.824906583627005
final,mackeyglass,45,0.7,small,pyreco_standard,9.67305588722229,2.0286731719970703,100,1150,0.0006660069116712053,0.999327915318216,0.3988490104675293,,0.49260148776600043,9.993179221389946,0.10331045572969669,2.507208157843112
final,mackeyglass,45,0.7,small,lstm,2289.5801000595093,89.80820512771606,872,872,6.021766775066656e-06,0.9999939232804707,0.007444858551025391,,0.011134772270792063,1.1467807069951417,0.00043675865405089817,134.30284676335773
final,mackeyglass,45,0.7,medium,pyreco_standard,74.39692497253418,15.964727878570557,300,9450,0.0006446279314050972,0.9993494893963483,3.3114118576049805,,0.06259733547606777,3.331153860808292,0.013432671798365535,0.3019859023931139
final,mackeyglass,45,0.7,medium,lstm,1560.407394170761,19.868242025375366,9772,9772,0.00045828079412144957,0.9995375370791394,0.014518022537231445,,0.05030830032643288,0.10228586111269733,0.0006405619072125433,68.87515997965278
final,mackeyglass,45,0.7,large,pyreco_standard,420.6257371902466,89.80209398269653,700,50050,0.0008179613142466189,0.9991745742274392,18.821298837661743,,0.011126406064579725,1.4273902097674707,0.002375448013539101,0.053131293195753826
final,mackeyglass,45,0.7,large,lstm,1549.4865357875824,21.04555082321167,49984,49984,4.129247159374374e-05,0.9999583307062663,0.025455951690673828,,0.04751399911516632,0.020005567995772612,0.0006453481892004006,39.282000930470815
final,mackeyglass,45,0.8,small,pyreco_standard,11.187428951263428,2.3608341217041016,100,1150,0.0005400054584715447,0.999433626004116,0.2586979866027832,,0.4233390196612728,9.994236317677982,0.08933540861109457,3.8654963946010357
final,mackeyglass,45,0.8,small,lstm,2434.383203983307,91.69519519805908,872,872,1.1612222996120928e-05,0.9999878207506309,0.0050907135009765625,,0.010905563892253252,1.146773708689131,0.00041077666766004825,196.39753882621352
final,mackeyglass,45,0.8,medium,pyreco_standard,87.20551586151123,18.564475774765015,300,9450,0.0005398428807717164,0.9994337965205062,2.300459623336792,,0.053835818194405145,3.3314348836187424,0.011460671669519265,0.43469555177584884
final,mackeyglass,45,0.8,medium,lstm,1918.992798089981,31.969661951065063,9772,9772,6.276383386482059e-05,0.9999341713998898,0.018481016159057617,,0.03127759504160106,0.10232644996658206,0.0005210723937442993,54.10665110310071
final,mackeyglass,45,0.8,large,pyreco_standard,481.2634119987488,101.79417681694031,700,50050,0.0006997835026116247,0.9992660459771098,12.096741914749146,,0.009816534377576305,1.4275208835088946,0.002076339108661285,0.08266688041958255
final,mackeyglass,45,0.8,large,lstm,1810.4333341121674,67.0436041355133,49984,49984,9.266819255070373e-06,0.9999902806807445,0.020047903060913086,,0.014915520707150114,0.02000620719979468,0.0005523485793630667,49.878040557220245
final,mackeyglass,46,0.2,small,pyreco_standard,2.1659040451049805,0.4336979389190674,100,1150,0.0019843007730822515,0.9980511021525892,1.162886142730713,,2.3012532717743994,9.980411217413717,0.46080094988846293,0.8599286751522437
final,mackeyglass,46,0.2,small,lstm,672.5756320953369,12.256192207336426,872,872,0.00032937946179663563,0.99967649716576,0.010898113250732422,,0.08156500801303984,1.1464166866388457,0.0014863406403307165,91.7505834644667
final,mackeyglass,46,0.2,medium,pyreco_standard,17.784719228744507,3.6298089027404785,300,9450,0.0024962546342996795,0.9975482823222314,8.95767092704773,,0.27482108128282146,3.3251498572412475,0.05609018694091946,0.11163614922985689
final,mackeyglass,46,0.2,medium,lstm,568.1378931999207,19.21763515472412,9772,9772,5.293609537450439e-05,0.9999480083645962,0.028330087661743164,,0.052032830693320556,0.10232786594727081,0.001760044557092555,35.29691524516894
final,mackeyglass,46,0.2,large,pyreco_standard,103.63970923423767,21.288612842559814,700,50050,0.0020524667255331194,0.9979841523837838,51.810847997665405,,0.04687877565746586,1.425689609563106,0.009629360697055452,0.019300976906305087
final,mackeyglass,46,0.2,large,lstm,556.1178019046783,16.177616834640503,49984,49984,6.28620171847515e-05,0.999938259536237,0.06716275215148926,,0.061809981528622104,0.020005166443883456,0.0017980691398718483,14.888983536007323
final,mackeyglass,46,0.3,small,pyreco_standard,3.494248867034912,0.7119717597961426,100,1150,0.0009795873017299321,0.9990308893991136,1.007690191268921,,1.4031869557553909,9.990208991901216,0.28590711237455185,0.9923675116587694
final,mackeyglass,46,0.3,small,lstm,1061.379233121872,31.176246166229248,872,872,4.938630616470753e-05,0.9999511418811183,0.01614069938659668,,0.032074134405897514,1.1467316458136152,0.0009421242754088966,61.95134576910493
final,mackeyglass,46,0.3,medium,pyreco_standard,28.58832836151123,5.940242052078247,300,9450,0.001336482793876559,0.9986778109095935,7.882410049438477,,0.1681206984552925,3.328914939982179,0.034933059511134776,0.1268647364020984
final,mackeyglass,46,0.3,medium,lstm,813.3124451637268,16.058120012283325,9772,9772,8.112557774063054e-05,0.9999197420615267,0.02677297592163086,,0.062268788564780325,0.10232497336640947,0.001229441092138696,37.349701177257494
final,mackeyglass,46,0.3,large,pyreco_standard,165.8107042312622,34.72970509529114,700,50050,0.0012269864876662162,0.9987861361511712,44.96063017845154,,0.02875884216845108,1.4268352990226745,0.0060236529044257305,0.02224168063902257
final,mackeyglass,46,0.3,large,lstm,736.2920529842377,8.197971105575562,49984,49984,5.050650720474613e-05,0.9999500336606453,0.0617830753326416,,0.12197529105771958,0.020005402001745425,0.0013580888565205838,16.185400438803406
final,mackeyglass,46,0.5,small,pyreco_standard,6.461720943450928,1.361483097076416,100,1150,0.0007241669281472055,0.9992796721231065,0.7128498554229736,,0.733963528673534,9.992696794263122,0.15464603411725175,1.402817984144306
final,mackeyglass,46,0.5,small,lstm,1880.4791271686554,40.56259512901306,872,872,7.013834272454449e-05,0.9999302334841045,0.00735926628112793,,0.024651534391529936,1.146707668321601,0.0005317422663754358,135.864649702151
final,mackeyglass,46,0.5,medium,pyreco_standard,50.84800410270691,10.699143171310425,300,9450,0.000979314753130395,0.9990258769221377,5.5469090938568115,,0.09337437284012014,3.3300751561566058,0.01964729736996023,0.18028054954550235
final,mackeyglass,46,0.5,medium,lstm,1440.3465521335602,11.569170951843262,9772,9772,8.280441149911748e-05,0.9999176345623996,0.019262075424194336,,0.08642949026296454,0.10232475769930842,0.0006942201738790007,51.91279055804373
final,mackeyglass,46,0.5,large,pyreco_standard,289.1148238182068,61.171895027160645,700,50050,0.0009380927221218808,0.9990668804213635,31.891209840774536,,0.016332122188558167,1.4272363616928598,0.0034556058515836023,0.0313566018233917
final,mackeyglass,46,0.5,large,lstm,1225.887001991272,13.74885606765747,49984,49984,3.775233219163832e-05,0.9999624478055564,0.04301190376281738,,0.07273058719606938,0.020005650364114638,0.0008157052365883316,23.248837267863152
final,mackeyglass,46,0.6,small,pyreco_standard,7.897606134414673,1.6833078861236572,100,1150,0.0005219577715737526,0.9994873057758976,0.5339450836181641,,0.5937634583974236,9.994773110027875,0.12655571349206826,1.8728482719148862
final,mackeyglass,46,0.6,small,lstm,2315.6429879665375,41.20176696777344,872,872,3.775912778544644e-05,0.999962911009708,0.006773710250854492,,0.02426990297581025,1.1467451425052357,0.0004318294813899563,147.6077888163365
final,mackeyglass,46,0.6,medium,pyreco_standard,62.272337913513184,13.235595941543579,300,9450,0.0006878596556926293,0.999324348267862,4.4290242195129395,,0.07550277880789845,3.331070057326016,0.016047644358689845,0.22578331583986105
final,mackeyglass,46,0.6,medium,lstm,1570.4217278957367,71.24193000793457,9772,9772,5.392206214733782e-06,0.999994703493018,0.01782083511352539,,0.014036603013773498,0.10233264440855236,0.000636768254726186,56.11094444707759
final,mackeyglass,46,0.6,large,pyreco_standard,352.4248559474945,75.01060605049133,700,50050,0.0008275335059844917,0.9991871533065017,25.541883945465088,,0.013320611478772946,1.4274081798547456,0.0028351778644698836,0.0391513783001966
final,mackeyglass,46,0.6,large,lstm,1541.7115879058838,12.60583782196045,49984,49984,8.654387450898134e-05,0.999914992079803,0.03326416015625,,0.07932157520036394,0.0200047009458047,0.0006485746097228334,30.061481601257697
final,mackeyglass,46,0.7,small,pyreco_standard,9.462088108062744,2.0112979412078857,100,1150,0.00047284490245099684,0.9995356445570941,0.3999490737915039,,0.49696025989892023,9.99525649300601,0.10563583085530018,2.5003120777552486
final,mackeyglass,46,0.7,small,lstm,2583.287844181061,46.24472498893738,872,872,0.00014697273449712752,0.9998556660146515,0.005767822265625,,0.02162096638336307,1.146622155266624,0.00038704771823233364,173.34560746632033
final,mackeyglass,46,0.7,medium,pyreco_standard,73.07641124725342,15.439929246902466,300,9450,0.0006188008781855522,0.9993923090756166,3.246856212615967,,0.0647277735776114,3.3312965925967473,0.013675990355057132,0.3079901376982045
final,mackeyglass,46,0.7,medium,lstm,1773.921716928482,28.504955053329468,9772,9772,4.0172028285148706e-05,0.9999605492204947,0.01551198959350586,,0.035080234726539636,0.1023291492930153,0.0005637004942857401,64.46210731802631
final,mackeyglass,46,0.7,large,pyreco_standard,417.06389689445496,88.40927481651306,700,50050,0.000768059150989058,0.9992457305865269,18.594670057296753,,0.011302498763369443,1.4274918615638077,0.002395905604947381,0.053778848623815205
final,mackeyglass,46,0.7,large,lstm,1659.8487610816956,29.329337120056152,49984,49984,4.843825565236593e-05,0.9999524314050116,0.024611949920654297,,0.0340939310431018,0.020005449971982267,0.0006024358690070795,40.629018594834754
