dataset,train_frac,budget,model_type,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,test_r2_mean,test_r2_std,test_r2_min,test_r2_max,tune_time_mean,tune_time_std,tune_time_min,tune_time_max,train_time_mean,train_time_std,train_time_min,train_time_max,trainable_params_mean,trainable_params_std,trainable_params_min,trainable_params_max,total_params_mean,total_params_std,total_params_min,total_params_max
mackeyglass,0.7,small,pyreco_standard,0.007472305298634391,0.0005735338794981519,0.006968885540521639,0.008434096529193776,0.07055320244700833,0.0022033483662594632,0.06879031492322692,0.07430684088034564,0.9925715597368967,0.0005277527852507347,0.9917289400681285,0.9931012727149208,70.09429750442504,1.2711600029407049,69.14734077453613,72.19970989227295,2.024591875076294,0.024315269621889818,1.9950857162475586,2.0558080673217773,100.0,0.0,100,100,1150.0,0.0,1150,1150
mackeyglass,0.9,large,lstm,0.0568471568581976,0.0267513969739555,0.019669035096085852,0.08849508664657481,0.17546744542659795,0.049290619434645216,0.10404593502657429,0.226151172957791,0.9436919528303361,0.0260388442144353,0.9135685692587034,0.98021739340895,45.52130184173584,16.580305438340798,31.18997812271118,74.22458004951477,45.47542819976807,16.58011344023953,31.14412498474121,74.1783549785614,29449.0,0.0,29449,29449,29449.0,0.0,29449,29449
mackeyglass,0.9,large,pyreco_standard,0.008834436122602152,0.0010282986455920787,0.00780532563167029,0.009965900815844695,0.07642160836919118,0.004985739940369464,0.0709579523067812,0.08264884385353533,0.9912185482485819,0.0010278118467080895,0.9899521860954398,0.9921496054314785,1948.4596446037292,27.152248141333022,1925.377954006195,1979.889937877655,56.742508792877196,0.8375164667231886,55.861435890197754,57.90631294250488,500.0,0.0,500,500,25750.0,0.0,25750,25750
mackeyglass,0.9,medium,lstm,0.06596128083458892,0.030091468710937805,0.04173022069369514,0.1107181698272768,0.20376772556631853,0.05016740079939585,0.1549889711580416,0.27416400895143417,0.9341035305043004,0.031054917235929902,0.8878502051416207,0.9589867357697632,57.43504867553711,12.229101461972366,43.80987906455994,73.50403308868408,57.37636427879333,12.24291516115209,43.70439291000366,73.4567563533783,9772.0,0.0,9772,9772,9772.0,0.0,9772,9772
mackeyglass,0.9,medium,pyreco_standard,0.008575389767747205,0.0011296554471185844,0.007351523120560781,0.010313996701686257,0.07574356666254699,0.006281910402183088,0.0687231748987761,0.0850870036115283,0.9914630751847129,0.0012496249890234785,0.9895526396790282,0.9927747815557609,733.4887823104858,10.284096935451114,727.0546717643738,751.7192640304565,21.439307355880736,0.28061294566069,21.24810218811035,21.935990810394287,300.0,0.0,300,300,9450.0,0.0,9450,9450
mackeyglass,0.9,small,lstm,0.11780078918977872,0.08507710601527153,0.0253650058423089,0.22044760924769163,0.25453006315966303,0.11175902833097318,0.12400691044633255,0.3799097984887254,0.8831754259491891,0.08395363960840309,0.7812873254648083,0.9744885334076231,67.77822742462158,18.845169965619775,48.94421410560608,96.83085322380066,67.73451714515686,18.85732730767215,48.91779398918152,96.80338501930237,872.0,0.0,872,872,872.0,0.0,872,872
mackeyglass,0.9,small,pyreco_standard,0.006721753446492904,0.0004493138514324965,0.006303957949989594,0.007481651448088322,0.06665933083400132,0.0017465835458348666,0.06510414510775403,0.06963232950842714,0.9933187298810072,0.00044158305881897487,0.9926468889304163,0.9938430468221745,92.84027242660522,3.460113101164985,90.69342279434204,98.98872494697571,2.700000762939453,0.0844386742794143,2.647261142730713,2.8468399047851562,100.0,0.0,100,100,1150.0,0.0,1150,1150
santafe,0.5,large,lstm,0.13783506434144735,0.05529776092812409,0.09485230100822103,0.22637559033861854,0.24663236987679943,0.051927638893413806,0.2017706450493534,0.326092634395738,0.8862439660335161,0.04563754513747946,0.8131709847071246,0.9217178761671186,25.78160858154297,4.923841301698359,19.885786771774292,32.188632011413574,25.739864778518676,4.92292486434829,19.84493088722229,32.14841318130493,29449.0,0.0,29449,29449,29449.0,0.0,29449,29449
santafe,0.5,large,pyreco_standard,0.32001536668608815,0.0054148428917119885,0.31303947610325766,0.3257653880980917,0.4361541854158994,0.00464223085277731,0.43021492542410195,0.44132373578348205,0.7358895641216546,0.004468899513021361,0.731144039938987,0.7416468048490297,1062.1764525413514,17.080482109861588,1048.886242866516,1081.5868492126465,30.43011474609375,0.561019439471609,29.97437596321106,31.07872986793518,500.0,0.0,500,500,25750.0,0.0,25750,25750
santafe,0.5,medium,lstm,0.07583801349652261,0.03914764691988841,0.027645397283220876,0.12486935353857093,0.1927554998604345,0.06772450438415427,0.11987491795318155,0.2617192395488352,0.9374104718528656,0.03230876754042064,0.8969446382139846,0.977184102119497,33.663904666900635,11.673299423290572,23.989458084106445,46.696526765823364,33.65043125152588,11.672088999182424,23.97756314277649,46.68353605270386,9772.0,0.0,9772,9772,9772.0,0.0,9772,9772
santafe,0.5,medium,pyreco_standard,0.318129868176965,0.009214296078104691,0.3027052340534439,0.3251306727991355,0.43211866577157976,0.004681299169771382,0.4240496849539237,0.43554647359955273,0.737445676374167,0.00760460904956331,0.7316678739535905,0.7501757114465867,398.8760127544403,5.372362482297082,394.37724328041077,406.9097340106964,11.551197814941407,0.18889696433132336,11.405107975006104,11.860698223114014,300.0,0.0,300,300,9450.0,0.0,9450,9450
santafe,0.5,small,lstm,0.12147713396265192,0.04430120074492158,0.08570307238246422,0.17117789502283873,0.22227990299909756,0.035806812790057804,0.19292367701945246,0.2746789760521178,0.8997442556200758,0.03656202375479229,0.8587259451463555,0.9292687846916758,36.24086594581604,8.39901933716785,25.86575698852539,48.22293305397034,36.21392269134522,8.398524931655391,25.841276168823242,48.196099281311035,872.0,0.0,872,872,872.0,0.0,872,872
santafe,0.5,small,pyreco_standard,0.2747941463615734,0.03771431579091046,0.22343956456949687,0.31237181504649614,0.39795148036012906,0.030366180095253794,0.3550020773436377,0.4271835727000917,0.7732108850773882,0.031125831504715477,0.7421978291780996,0.8155941028644267,49.098843812942505,0.5750179369461829,48.632378339767456,49.75000619888306,1.421403694152832,0.021162303824758963,1.3971409797668457,1.4430012702941895,100.0,0.0,100,100,1150.0,0.0,1150,1150
santafe,0.7,large,lstm,0.14829347120738515,0.05551924747099687,0.0841686414970849,0.20989353808067165,0.26616048910073303,0.07125080540867802,0.18077014050345203,0.32206431258892254,0.8849309531002311,0.0430804325980459,0.8371320788385427,0.9346889294784033,30.441356134414672,6.1183727694708825,23.27151894569397,39.23115682601929,30.39463653564453,6.118277246500309,23.22882103919983,39.18574285507202,29449.0,0.0,29449,29449,29449.0,0.0,29449,29449
santafe,0.7,large,pyreco_standard,0.34672961342290604,0.0106374722758565,0.33052104254521364,0.3583576950692831,0.4577124167282027,0.008203815412791629,0.44533613057235805,0.46583199693361976,0.7309534545003478,0.008254198827767173,0.7219305874689994,0.7435305746346192,1507.786563205719,24.3292622943888,1486.56028175354,1534.926847934723,43.6015597820282,0.5775072097771761,43.10967707633972,44.48512077331543,500.0,0.0,500,500,25750.0,0.0,25750,25750
santafe,0.7,medium,lstm,0.08491623684883393,0.03925837152737948,0.0405726013158847,0.1468931124211546,0.22309284444588626,0.05874366449568251,0.15733579118130894,0.31383284265336864,0.9341088291955517,0.030462726091124184,0.8860175683742367,0.9685174908534298,39.26092758178711,9.300116418003672,27.624037742614746,53.16371989250183,39.17082433700561,9.294892531082015,27.568915843963623,53.114619970321655,9772.0,0.0,9772,9772,9772.0,0.0,9772,9772
santafe,0.7,medium,pyreco_standard,0.3183329866046213,0.02229043562755752,0.2816780037867691,0.33791321165017385,0.4382764376084219,0.015433119153871454,0.4126311154985288,0.45151631455102736,0.7529879564682653,0.017296372940496352,0.7377945847322713,0.781430570311184,575.4219647884369,10.455320663069518,566.7757151126862,589.5533261299133,16.734942960739136,0.18651973858089604,16.52102303504944,16.98558282852173,300.0,0.0,300,300,9450.0,0.0,9450,9450
santafe,0.7,small,lstm,0.21831507688393142,0.15130184608974026,0.08125137970493976,0.47253100373432727,0.32031526800845816,0.10129013548296836,0.2057869057948179,0.46500409325936526,0.8305973444660137,0.11740341015670351,0.6333372481768953,0.9369525930857499,39.846810531616214,12.98034391978864,25.38922381401062,57.94020104408264,39.81954951286316,12.980812279828989,25.36101984977722,57.91297364234924,872.0,0.0,872,872,872.0,0.0,872,872
santafe,0.7,small,pyreco_standard,0.24637669171940607,0.01811588475349444,0.21665872902411656,0.2592145932471361,0.3745558127818529,0.01501972208748616,0.3499044715806282,0.38790348286871246,0.8088227966906046,0.014057109698480398,0.7988611639837737,0.8318825957182205,71.48665323257447,1.335227714282685,70.34413409233093,73.20473194122314,2.0927563190460203,0.05813367794023755,2.0410048961639404,2.182141065597534,100.0,0.0,100,100,1150.0,0.0,1150,1150
santafe,0.9,large,lstm,0.11164734821927617,0.04941983392051412,0.06451701406212454,0.1688740189804332,0.2100554851016024,0.05592290911725597,0.15749170750557145,0.26917430007695237,0.894882474358256,0.046529458533556785,0.8410027707461913,0.9392563371349896,38.24145517349243,13.840573501614859,22.303627014160156,57.97625803947449,38.1942572593689,13.840951750964429,22.256206035614014,57.92965912818909,29449.0,0.0,29449,29449,29449.0,0.0,29449,29449
