dataset,seed,train_frac,budget,budget_value,model_type,trainable_params,total_params,tune_time,train_time,val_mse,test_mse,test_mae,test_r2
lorenz,42,0.7,small,1000,lstm,952,952,33.22535490989685,33.19976210594177,0.26036686489796323,0.3118354895745482,0.441337728763021,0.7722822536009532
lorenz,42,0.7,medium,10000,pyreco_standard,900,10350,607.6972558498383,17.35282802581787,0.0002609452698185056,0.0004139087154405882,0.013665641487239921,0.999697743319647
lorenz,42,0.7,medium,10000,lstm,10052,10052,76.57223892211914,76.50058102607727,0.08933642007245304,0.11459820102681938,0.25341782643150723,0.9163147077492164
lorenz,42,0.7,large,30000,pyreco_standard,1500,27250,25157.688934326172,623.5539119243622,0.00019931361288085648,0.0001710197430741553,0.00894519898002356,0.9998751128983564
lorenz,42,0.7,large,30000,lstm,29939,29939,1012.1252338886261,1012.0767741203308,0.07560028449518383,0.10557943028013685,0.2724688146850306,0.9229006616203624
lorenz,42,0.9,small,1000,pyreco_standard,300,1450,1035.0703251361847,2.9120259284973145,0.0002732119586329173,0.0005258369622535695,0.01539866638129059,0.9995709585413689
lorenz,42,0.9,small,1000,lstm,952,952,1611.4216077327728,1611.3032569885254,0.3670359823823758,0.3549318163702475,0.45154742129424635,0.7104036514332586
lorenz,42,0.9,medium,10000,pyreco_standard,900,10350,8504.893285751343,22.044968843460083,0.00017479600464056957,0.0002233042779326337,0.010752062408028694,0.9998178013338732
lorenz,42,0.9,medium,10000,lstm,10052,10052,28.64419984817505,28.578231811523438,0.0853736159075561,0.09554528187942929,0.2426969696508626,0.9220425910586747
lorenz,42,0.9,large,30000,pyreco_standard,1500,27250,2026.179706811905,60.26285791397095,0.00016882899499865423,8.98082827646749e-05,0.00679529321429135,0.999926723529534
lorenz,42,0.9,large,30000,lstm,29939,29939,45.16273617744446,45.070148229599,0.06620528425781123,0.06902635407059206,0.2226511045508875,0.9436799430996455
