dataset,seed,train_frac,budget,budget_value,model_type,trainable_params,total_params,tune_time,train_time,val_mse,test_mse,test_mae,test_r2
mackeyglass,44,0.7,large,30000,pyreco_standard,500,25750,1515.8998401165009,43.236735105514526,0.008923559244228335,0.008256493262631004,0.0733679169557105,0.9917016803042136
mackeyglass,44,0.7,large,30000,lstm,29449,29449,44.4697790145874,44.42491698265076,0.04711022428289041,0.04493314371468196,0.15675518137479205,0.9548392302130543
mackeyglass,44,0.9,small,1000,pyreco_standard,100,1150,90.69342279434204,2.651397705078125,0.007031784570133844,0.006684518927207019,0.06634573753983947,0.993276883815532
mackeyglass,44,0.9,small,1000,lstm,872,872,75.2771270275116,75.25136685371399,0.0254603632785523,0.0253650058423089,0.12400691044633255,0.9744885334076231
mackeyglass,44,0.9,medium,10000,pyreco_standard,300,9450,728.531672000885,21.31975769996643,0.00846554540301664,0.008941888459330496,0.07815656082737697,0.9910064799463809
mackeyglass,44,0.9,medium,10000,lstm,9772,9772,53.589020013809204,53.540719985961914,0.08085284853867578,0.08319797442103231,0.2333054257163921,0.9163216299577881
mackeyglass,44,0.9,large,30000,pyreco_standard,500,25750,1925.377954006195,55.861435890197754,0.008297069295506464,0.00780532563167029,0.0709579523067812,0.9921496054314785
mackeyglass,44,0.9,large,30000,lstm,29449,29449,74.22458004951477,74.1783549785614,0.01975972111571288,0.019669035096085852,0.10404593502657429,0.98021739340895
mackeyglass,45,0.5,small,1000,pyreco_standard,100,1150,47.9602210521698,1.3758058547973633,0.007122955809042688,0.009125588326728511,0.07816656306086474,0.990868238556788
mackeyglass,45,0.5,small,1000,lstm,872,872,34.79823589324951,34.76972317695618,0.12609289773085003,0.11517356943732958,0.29099740072593383,0.8847485199847982
mackeyglass,45,0.5,medium,10000,pyreco_standard,300,9450,391.2522130012512,11.220938205718994,0.008486245735809125,0.008404309964015174,0.07387556760866645,0.9915900048371227
mackeyglass,45,0.5,medium,10000,lstm,9772,9772,46.505496978759766,46.491288900375366,0.09396995013223612,0.08855555037358544,0.254797614793157,0.9113845451349838
mackeyglass,45,0.5,large,30000,pyreco_standard,500,25750,1039.8129169940948,29.76526689529419,0.007937360820085951,0.009697736385137695,0.0802734862861291,0.9902957034617863
mackeyglass,45,0.5,large,30000,lstm,29449,29449,22.637256145477295,22.596418142318726,0.0729124233910086,0.0735049626356247,0.2189904821904061,0.9264453140281672
mackeyglass,45,0.7,small,1000,pyreco_standard,100,1150,69.14734077453613,1.9950857162475586,0.0069338091870435456,0.008434096529193776,0.07430684088034564,0.9917289400681285
mackeyglass,45,0.7,small,1000,lstm,872,872,53.013426065444946,52.9846568107605,0.11059693540538751,0.1176870328378189,0.2804359839182838,0.8845879344116565
mackeyglass,45,0.7,medium,10000,pyreco_standard,300,9450,562.251946926117,16.303090810775757,0.008624083941265398,0.008107323528489195,0.07209422470875612,0.9920493963331937
mackeyglass,45,0.7,medium,10000,lstm,9772,9772,42.945091009140015,42.895803928375244,0.037308132319345017,0.03956170127303968,0.15980188673356566,0.9612030522648775
mackeyglass,45,0.7,large,30000,pyreco_standard,500,25750,1480.0559239387512,42.94566202163696,0.008193870353594089,0.00902767485240872,0.07718774665867004,0.9911468360017858
mackeyglass,45,0.7,large,30000,lstm,29449,29449,56.46559286117554,56.4209508895874,0.027028890045106665,0.026645191514402547,0.12793970674944527,0.9738698774493532
mackeyglass,45,0.9,small,1000,pyreco_standard,100,1150,91.47873115539551,2.647261142730713,0.006271073135969102,0.007481651448088322,0.06963232950842714,0.9926468889304163
mackeyglass,45,0.9,small,1000,lstm,872,872,60.99287295341492,60.966078996658325,0.03956919196205751,0.04031314408786404,0.15893608197275771,0.9603794659375723
mackeyglass,45,0.9,medium,10000,pyreco_standard,300,9450,729.2501068115234,21.24810218811035,0.008261407719861414,0.007351523120560781,0.0687231748987761,0.9927747815557609
mackeyglass,45,0.9,medium,10000,lstm,9772,9772,66.45995116233826,66.40632820129395,0.040657983179783926,0.04173022069369514,0.1549889711580416,0.9589867357697632
mackeyglass,45,0.9,large,30000,pyreco_standard,500,25750,1928.832669019699,56.23251700401306,0.00785608835901684,0.008178262766790645,0.0732225470595039,0.9919622459161983
mackeyglass,45,0.9,large,30000,lstm,29449,29449,41.72065091133118,41.674176931381226,0.06970947804813205,0.07152530263423484,0.213720127187602,0.9297035556649061
mackeyglass,46,0.5,small,1000,pyreco_standard,100,1150,48.394410133361816,1.3786590099334717,0.008392643656241839,0.007987636045921516,0.07318053448705736,0.9919689477841336
mackeyglass,46,0.5,small,1000,lstm,872,872,53.401965856552124,53.374738931655884,0.06815835913783119,0.06153134035750092,0.18091860382135197,0.9381342108625924
mackeyglass,46,0.5,medium,10000,pyreco_standard,300,9450,391.39557099342346,11.330383777618408,0.008626034675627387,0.009811149316009545,0.08126584546418984,0.9901355229505272
mackeyglass,46,0.5,medium,10000,lstm,9772,9772,39.305700063705444,39.29167413711548,0.04060738339237433,0.04061800254015922,0.1671555716661268,0.9591612214892073
mackeyglass,46,0.5,large,30000,pyreco_standard,500,25750,1043.5984771251678,29.885703086853027,0.008499654853978859,0.009624012085874404,0.08010320874900399,0.9903236773504157
mackeyglass,46,0.5,large,30000,lstm,29449,29449,27.889392137527466,27.845736026763916,0.1508484670367879,0.14256490047724923,0.3091462633124414,0.8566601991753001
mackeyglass,46,0.7,small,1000,pyreco_standard,100,1150,69.29774880409241,2.005667209625244,0.008180951141422555,0.007108041902955772,0.06879031492322692,0.9929201307500684
mackeyglass,46,0.7,small,1000,lstm,872,872,52.496665954589844,52.47028398513794,0.0980239548289141,0.09637949745770734,0.2265681109176893,0.9040025017169719
mackeyglass,46,0.7,medium,10000,pyreco_standard,300,9450,563.7673799991608,16.385247945785522,0.008691632031466345,0.009765938662065198,0.08148100518925869,0.990272768538193
mackeyglass,46,0.7,medium,10000,lstm,9772,9772,40.47389793395996,40.43274903297424,0.030381247798045873,0.029959206580851112,0.1358493020475796,0.9701595364349335
mackeyglass,46,0.7,large,30000,pyreco_standard,500,25750,1483.6626942157745,43.09577703475952,0.008666375686394345,0.008868378279162587,0.07682812554972947,0.9911667714494907
mackeyglass,46,0.7,large,30000,lstm,29449,29449,33.436307191848755,33.387486934661865,0.06130221507412776,0.060085521753732385,0.17941873909443667,0.9401526266110707
mackeyglass,46,0.9,small,1000,pyreco_standard,100,1150,91.25723814964294,2.657515048980713,0.007579227544486036,0.0065073717142523765,0.06576305441015234,0.9935438416561839
mackeyglass,46,0.9,small,1000,lstm,872,872,96.83085322380066,96.80338501930237,0.22165351706246675,0.22044760924769163,0.3799097984887254,0.7812873254648083
mackeyglass,46,0.9,medium,10000,pyreco_standard,300,9450,727.0546717643738,21.354821920394897,0.008400865727746723,0.00830979844285707,0.07482921535853582,0.9917556001242746
mackeyglass,46,0.9,medium,10000,lstm,9772,9772,73.50403308868408,73.4567563533783,0.04352271904224563,0.04379711597479871,0.16158944306239553,0.9565475697175133
mackeyglass,46,0.9,large,30000,pyreco_standard,500,25750,1931.968178987503,56.41506624221802,0.008350436141175104,0.008303140786215918,0.07467281662402887,0.9917622053847946
mackeyglass,46,0.9,large,30000,lstm,29449,29449,40.094374895095825,40.04795217514038,0.04464111154897281,0.04175048377742979,0.15201756988375964,0.9585780948078237
santafe,42,0.5,small,1000,pyreco_standard,100,1150,48.64980673789978,1.404937982559204,0.1504079603399549,0.31237181504649614,0.4271835727000917,0.7421978291780996
santafe,42,0.5,small,1000,lstm,872,872,33.893513917922974,33.86512613296509,0.08658816740031408,0.16858552610316224,0.24431822303208967,0.8608654414224979
santafe,42,0.5,medium,10000,pyreco_standard,300,9450,395.4017472267151,11.405946969985962,0.1616328070560193,0.3168044421551524,0.4322888420762256,0.7385395577335856
santafe,42,0.5,medium,10000,lstm,9772,9772,23.989458084106445,23.97756314277649,0.08374321771656225,0.12486935353857093,0.2617192395488352,0.8969446382139846
santafe,42,0.5,large,30000,pyreco_standard,500,25750,1049.5193169116974,30.10438299179077,0.16282069801694035,0.325256943476846,0.44132373578348205,0.7315636620712858
santafe,42,0.5,large,30000,lstm,29449,29449,19.885786771774292,19.84493088722229,0.08351194185686074,0.11225257057029565,0.2300685848390934,0.907357338340358
santafe,42,0.7,small,1000,pyreco_standard,100,1150,70.53352808952332,2.0410048961639404,0.17248766300980933,0.2568069046861984,0.38790348286871246,0.8007294217410631
santafe,42,0.7,small,1000,lstm,872,872,57.94020104408264,57.91297364234924,0.07207512314127378,0.08125137970493976,0.2057869057948179,0.9369525930857499
santafe,42,0.7,medium,10000,pyreco_standard,300,9450,567.8392436504364,16.52102303504944,0.1939321616813743,0.33791321165017385,0.45151631455102736,0.7377945847322713
santafe,42,0.7,medium,10000,lstm,9772,9772,35.865894079208374,35.81534790992737,0.033386897041058496,0.0405726013158847,0.15733579118130894,0.9685174908534298
santafe,42,0.7,large,30000,pyreco_standard,500,25750,1492.1528832912445,43.32427191734314,0.20589276356733302,0.3538747554070385,0.464550716847518,0.7254091465049685
santafe,42,0.7,large,30000,lstm,29449,29449,29.000083923339844,28.951707124710083,0.1383263887717384,0.20989353808067165,0.32206431258892254,0.8371320788385427
santafe,42,0.9,small,1000,pyreco_standard,100,1150,92.63258790969849,2.6965699195861816,0.2558722735488662,0.2128497814693909,0.3365975534601013,0.7995989809134996
santafe,42,0.9,small,1000,lstm,872,872,64.14011311531067,64.11271286010742,0.0842167387662413,0.08317320301500458,0.15842343807409198,0.9216912766842926
santafe,42,0.9,medium,10000,pyreco_standard,300,9450,733.3743758201599,21.52368402481079,0.3090152151976853,0.28764463296357173,0.3980561945266631,0.7291785916681726
santafe,42,0.9,medium,10000,lstm,9772,9772,67.00077605247498,66.94916915893555,0.05499398992287294,0.05847552816446619,0.15780933907107544,0.9449444798351104
santafe,42,0.9,large,30000,pyreco_standard,500,25750,1939.6522901058197,56.559627056121826,0.3370964175080923,0.3031531201921079,0.41231298366595354,0.7145771360141739
santafe,42,0.9,large,30000,lstm,29449,29449,57.97625803947449,57.92965912818909,0.06830206218041834,0.06925357059045525,0.15842935262360217,0.9347968035207875
santafe,43,0.5,small,1000,pyreco_standard,100,1150,48.632378339767456,1.3971409797668457,0.15239752292757114,0.24708350243773822,0.37767080783063345,0.7960806313679556
santafe,43,0.5,small,1000,lstm,872,872,33.0630259513855,33.03486394882202,0.10026506902339406,0.17117789502283873,0.2746789760521178,0.8587259451463555
santafe,43,0.5,medium,10000,pyreco_standard,300,9450,395.79631328582764,11.405107975006104,0.1596531809902884,0.3251306727991355,0.43554647359955273,0.7316678739535905
santafe,43,0.5,medium,10000,lstm,9772,9772,46.696526765823364,46.68353605270386,0.029560633088389476,0.027645397283220876,0.11987491795318155,0.977184102119497
santafe,43,0.5,large,30000,pyreco_standard,500,25750,1050.7478289604187,29.98878002166748,0.1604674603324574,0.31790948887963283,0.4344064262869089,0.7376275566159807
santafe,43,0.5,large,30000,lstm,29449,29449,23.608339071273804,23.567575931549072,0.1476449776410038,0.22637559033861854,0.326092634395738,0.8131709847071246
santafe,43,0.7,small,1000,pyreco_standard,100,1150,70.70217800140381,2.0486629009246826,0.16771581687936826,0.241380226467188,0.37334603351655077,0.8126998284288158
santafe,43,0.7,small,1000,lstm,872,872,30.57036304473877,30.54174017906189,0.11259695800958465,0.172975567128306,0.2876985405220242,0.8657787596153462
santafe,43,0.7,medium,10000,pyreco_standard,300,9450,569.290787935257,16.582082271575928,0.19977555523596044,0.33297567100573744,0.44861136996316003,0.7416258936318358
santafe,43,0.7,medium,10000,lstm,9772,9772,53.16371989250183,53.114619970321655,0.07432121830333671,0.06663267502237603,0.21325202486343448,0.9482960487418612
santafe,43,0.7,large,30000,pyreco_standard,500,25750,1491.5649650096893,43.20672678947449,0.1988391489894523,0.34502809904464493,0.4563331752068731,0.732273752934248
santafe,43,0.7,large,30000,lstm,29449,29449,39.23115682601929,39.18574285507202,0.06284320255716584,0.09495455479717115,0.19600101495256309,0.9263195471092444
santafe,43,0.9,small,1000,pyreco_standard,100,1150,92.5802059173584,2.698781967163086,0.24774664611616937,0.19972853517642608,0.3239911279496741,0.8119528161424695
santafe,43,0.9,small,1000,lstm,872,872,74.52127194404602,74.49216508865356,0.12569190043725478,0.11873192844411856,0.2550123323546196,0.888212243893102
santafe,43,0.9,medium,10000,pyreco_standard,300,9450,734.9199500083923,21.582393646240234,0.32506755505955337,0.2826177655592035,0.3942861983779633,0.7339114569955113
santafe,43,0.9,medium,10000,lstm,9772,9772,46.48129677772522,46.39566993713379,0.038245918480303766,0.0475965217180193,0.12797832452580896,0.9551872151739301
santafe,43,0.9,large,30000,pyreco_standard,500,25750,1945.4418981075287,56.80347013473511,0.32246632189642066,0.2960969605078452,0.4046505588549283,0.7212206081464987
santafe,43,0.9,large,30000,lstm,29449,29449,44.545286893844604,44.49847197532654,0.06507058305578267,0.06451701406212454,0.15749170750557145,0.9392563371349896
santafe,44,0.5,small,1000,pyreco_standard,100,1150,48.759628772735596,1.4190921783447266,0.1580049761202402,0.2979478757686637,0.41486096504367304,0.7541019853103517
santafe,44,0.5,small,1000,lstm,872,872,48.22293305397034,48.196099281311035,0.0710039403726248,0.08570307238246422,0.19292367701945246,0.9292687846916758
santafe,44,0.5,medium,10000,pyreco_standard,300,9450,394.37724328041077,11.495573282241821,0.15596853365435445,0.32430865465019687,0.4349770862893837,0.7323462900367439
santafe,44,0.5,medium,10000,lstm,9772,9772,46.14925718307495,46.13262104988098,0.04078449706078154,0.04619843271181113,0.1207733741806496,0.9618721803056988
santafe,44,0.5,large,30000,pyreco_standard,500,25750,1048.886242866516,29.97437596321106,0.16547455035013442,0.31303947610325766,0.43021492542410195,0.7416468048490297
santafe,44,0.5,large,30000,lstm,29449,29449,23.868389129638672,23.828163862228394,0.09316526110421963,0.15692024448032327,0.2694145646364885,0.8704928622740529
santafe,44,0.7,small,1000,pyreco_standard,100,1150,70.34413409233093,2.074948787689209,0.17264163252424392,0.2592145932471361,0.37652520193975003,0.7988611639837737
santafe,44,0.7,small,1000,lstm,872,872,46.8863627910614,46.859174966812134,0.0825673962969092,0.14044089915967387,0.2671361546155709,0.8910241949259501
santafe,44,0.7,medium,10000,pyreco_standard,300,9450,566.7757151126862,16.77775478363037,0.19349425740145856,0.3149059958973624,0.4369886097217375,0.7556471467293602
santafe,44,0.7,medium,10000,lstm,9772,9772,27.624037742614746,27.568915843963623,0.06105908525932089,0.08185851955466505,0.23825998128233944,0.9364814799391363
santafe,44,0.7,large,30000,pyreco_standard,500,25750,1486.56028175354,43.10967707633972,0.20712348878346418,0.3583576950692831,0.46583199693361976,0.7219305874689994
santafe,44,0.7,large,30000,lstm,29449,29449,23.27151894569397,23.22882103919983,0.13302636473356116,0.1791892610229242,0.3171970732218044,0.8609572133371509
santafe,44,0.9,small,1000,pyreco_standard,100,1150,92.54162216186523,2.7358620166778564,0.24349926914008058,0.21906086804021066,0.32695399025879085,0.7937511568291429
santafe,44,0.9,small,1000,lstm,872,872,35.90562105178833,35.87842082977295,0.17114799677384174,0.14796363977729615,0.2514837808222352,0.8606901825577765
santafe,44,0.9,medium,10000,pyreco_standard,300,9450,731.4748849868774,21.65761399269104,0.3056698375541206,0.265319849672743,0.38394503397260865,0.7501976845301999
santafe,44,0.9,medium,10000,lstm,9772,9772,39.88347887992859,39.833824157714844,0.05681394905578386,0.06067644497612758,0.1428908931434363,0.9428722861549634
santafe,44,0.9,large,30000,pyreco_standard,500,25750,1954.9917759895325,58.74199295043945,0.3358506823150741,0.3131353136118332,0.40568160545007687,0.705178762568725
santafe,44,0.9,large,30000,lstm,29449,29449,37.19215488433838,37.14449214935303,0.09651342913542715,0.09653647048781235,0.19674035137457394,0.9091095751603883
santafe,45,0.5,small,1000,pyreco_standard,100,1150,49.75000619888306,1.4430012702941895,0.1523426898461316,0.29312797398547197,0.41503997888260924,0.7580798766661074
santafe,45,0.5,small,1000,lstm,872,872,25.86575698852539,25.841276168823242,0.06280845517837308,0.09400873583957389,0.19663954974216472,0.9224140751237198
santafe,45,0.5,medium,10000,pyreco_standard,300,9450,401.89502596855164,11.58866262435913,0.16015687926413807,0.3027052340534439,0.4240496849539237,0.7501757114465867
santafe,45,0.5,medium,10000,lstm,9772,9772,25.405388116836548,25.391469955444336,0.06337829230406003,0.09766484904195756,0.24112381973197827,0.9193966648615141
santafe,45,0.5,large,30000,pyreco_standard,500,25750,1080.142024755478,31.07872986793518,0.1662487297256559,0.3257653880980917,0.4404111428057315,0.731144039938987
santafe,45,0.5,large,30000,lstm,29449,29449,29.356895923614502,29.310240030288696,0.074548070691301,0.09877461530977827,0.20581542046332382,0.9184807686789264
santafe,45,0.7,small,1000,pyreco_standard,100,1150,73.20473194122314,2.182141065597534,0.16703711044909858,0.2578230051723913,0.38509987400362305,0.7999409735811498
santafe,45,0.7,small,1000,lstm,872,872,25.38922381401062,25.36101984977722,0.1687495040646372,0.2243765346924102,0.3759506458505125,0.8258939265261276
santafe,45,0.7,medium,10000,pyreco_standard,300,9450,583.6507511138916,16.808271884918213,0.19728743566558188,0.2816780037867691,0.4126311154985288,0.781430570311184
santafe,45,0.7,medium,10000,lstm,9772,9772,41.42238092422485,41.22252798080444,0.10108853815832805,0.1468931124211546,0.31383284265336864,0.8860175683742367
santafe,45,0.7,large,30000,pyreco_standard,500,25750,1533.7278380393982,43.88200235366821,0.20705224087222954,0.34586647504835,0.4565100640806447,0.7316232109589034
santafe,45,0.7,large,30000,lstm,29449,29449,33.432395935058594,33.38583564758301,0.13846139641629554,0.17326136063907377,0.3147699042369231,0.865556996737814
santafe,45,0.9,small,1000,pyreco_standard,100,1150,94.32808494567871,2.767056941986084,0.23652182982624698,0.21034795674940077,0.3312762416719322,0.8019544835595472
santafe,45,0.9,small,1000,lstm,872,872,60.654112815856934,60.62698411941528,0.07246136197955638,0.0911294379243278,0.24580773979231005,0.914200371253651
santafe,45,0.9,medium,10000,pyreco_standard,300,9450,738.7521538734436,21.581566095352173,0.3144067653911302,0.23323312080172653,0.3622036166832296,0.7804077844443905
santafe,45,0.9,medium,10000,lstm,9772,9772,38.92473292350769,38.87525415420532,0.1497473231375369,0.13192600271188273,0.2893234050513772,0.8757898401165534
santafe,45,0.9,large,30000,pyreco_standard,500,25750,1952.5163509845734,57.736984968185425,0.33990855018236277,0.2968786805797274,0.4035545751434846,0.7204846078651543
santafe,45,0.9,large,30000,lstm,29449,29449,29.18994903564453,29.142457008361816,0.17762423417654083,0.1688740189804332,0.26844171392731214,0.8410027707461913
santafe,46,0.5,small,1000,pyreco_standard,100,1150,49.702399015426636,1.4428460597991943,0.14764096268394133,0.22343956456949687,0.3550020773436377,0.8155941028644267
santafe,46,0.5,small,1000,lstm,872,872,40.159099817276,40.13224792480469,0.05451523103070392,0.08791044046522048,0.20283908914966323,0.9274470317161302
santafe,46,0.5,medium,10000,pyreco_standard,300,9450,406.9097340106964,11.860698223114014,0.1622355411603011,0.32170033722689606,0.4337312419388131,0.7344989487003286
santafe,46,0.5,medium,10000,lstm,9772,9772,26.078893184661865,26.06696605682373,0.08009261539477305,0.08281203490705259,0.22028614788752784,0.9316547737636337
santafe,46,0.5,large,30000,pyreco_standard,500,25750,1081.5868492126465,31.004304885864258,0.1650793117758772,0.3181055368726125,0.4344146967792725,0.7374657571329899
santafe,46,0.5,large,30000,lstm,29449,29449,32.188632011413574,32.14841318130493,0.06635975121922427,0.09485230100822103,0.2017706450493534,0.9217178761671186
santafe,46,0.7,small,1000,pyreco_standard,100,1150,72.64869403839111,2.1170239448547363,0.16193760853632871,0.21665872902411656,0.3499044715806282,0.8318825957182205
santafe,46,0.7,small,1000,lstm,872,872,38.44790196418762,38.42283892631531,0.23796618832885896,0.47253100373432727,0.46500409325936526,0.6333372481768953
santafe,46,0.7,medium,10000,pyreco_standard,300,9450,589.5533261299133,16.98558282852173,0.20286534390920194,0.3241920506830635,0.44163477830765585,0.748441586936675
santafe,46,0.7,medium,10000,lstm,9772,9772,38.22860527038574,38.132709980010986,0.06987186129338684,0.08862427593008927,0.19278358224897987,0.9312315580690943
santafe,46,0.7,large,30000,pyreco_standard,500,25750,1534.926847934723,44.48512077331543,0.20361851503631895,0.33052104254521364,0.44533613057235805,0.7435305746346192
santafe,46,0.7,large,30000,lstm,29449,29449,27.27162504196167,27.221076011657715,0.05904983279749937,0.0841686414970849,0.18077014050345203,0.9346889294784033
santafe,46,0.9,small,1000,pyreco_standard,100,1150,94.29909777641296,2.761178970336914,0.2289576437563926,0.18597309236775816,0.31328775559462874,0.8249037561801483
santafe,46,0.9,small,1000,lstm,872,872,66.34752702713013,66.32038116455078,0.06440520236574561,0.05428608730658871,0.14799633493044945,0.9488888964632385
santafe,46,0.9,medium,10000,pyreco_standard,300,9450,752.47110414505,22.41339898109436,0.3325624655486995,0.3044873116855017,0.4108985713296724,0.71332097623291
santafe,46,0.9,medium,10000,lstm,9772,9772,21.13472819328308,21.095288038253784,0.13830180388695879,0.12532321263885218,0.24133523651708727,0.8820064584767645
santafe,46,0.9,large,30000,pyreco_standard,500,25750,1995.7783880233765,57.904762983322144,0.3393751036016597,0.28378369137349785,0.39524944428628517,0.7328137216830723
santafe,46,0.9,large,30000,lstm,29449,29449,22.303627014160156,22.256206035614014,0.17335858463736203,0.1590556669755555,0.26917430007695237,0.850246885228923
